[2025-06-10 10:09:15,366] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:28:11,381] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:29:56,377] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:29:56,473] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:29:56,473] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:29:56,501] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:29:56,503] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:29:56,504] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:29:56,508] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:29:56,509] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:31:33,211] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:31:34,373] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:31:34,373] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:31:34,487] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:31:34,512] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:31:34,573] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:31:34,603] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:31:34,605] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:33:06,477] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:33:11,394] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:33:11,473] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:33:11,673] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:33:11,690] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:33:11,777] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:33:11,781] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:33:12,079] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:34:44,773] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:34:49,475] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:34:50,282] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:34:50,302] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:34:50,792] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:34:51,202] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:34:51,204] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:34:51,274] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:36:18,073] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:36:18,134] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:36:18,269] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:36:18,374] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:36:18,444] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:36:18,914] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:36:19,007] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:36:19,176] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:38:02,529] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:38:02,534] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:38:02,696] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:38:02,739] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:38:02,824] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:38:03,553] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:38:03,973] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:38:04,320] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:39:05,697] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:39:05,773] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:39:05,822] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:39:05,928] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:39:06,060] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:39:06,120] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:39:06,123] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:39:06,243] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:40:40,772] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:40:40,773] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:40:40,914] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:40:40,924] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:40:40,929] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:40:40,930] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:40:40,931] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:40:40,974] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:42:08,993] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:42:09,101] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:42:09,122] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:42:09,274] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:42:09,274] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:42:09,274] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:42:09,275] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:42:09,275] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:43:49,323] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:43:49,823] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:43:49,876] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:43:50,174] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:43:50,273] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:43:50,306] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:43:50,382] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:43:50,386] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:45:31,684] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:45:31,928] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:45:31,985] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:45:32,071] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:45:32,174] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:45:32,195] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:45:32,210] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:45:32,211] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:47:21,144] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:47:21,270] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:47:21,275] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:47:21,295] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:47:21,295] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:47:21,338] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:47:22,363] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:47:24,198] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:49:18,458] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:49:18,989] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:49:19,399] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:49:19,581] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:49:19,814] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:49:19,874] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:49:19,874] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:49:20,109] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:50:31,464] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:50:31,536] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:50:31,560] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:50:31,645] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:50:31,953] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:50:32,377] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:50:32,575] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:50:32,871] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:52:13,397] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:52:13,473] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:52:13,504] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:52:13,578] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:52:13,583] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:52:13,586] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:52:13,586] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:52:13,588] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:53:52,177] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:53:52,315] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:53:52,326] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:53:52,385] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:53:52,417] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:53:52,418] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:53:52,485] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:53:52,514] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:55:34,872] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:55:34,897] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:55:35,346] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:55:35,346] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:55:35,384] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:55:35,402] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:55:35,493] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:55:35,591] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:57:26,820] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:57:26,885] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:57:27,080] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:57:27,131] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:57:27,279] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:57:27,300] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:57:27,473] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:57:28,109] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:59:20,974] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:59:20,983] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:59:21,079] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:59:21,390] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:59:21,391] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:59:21,415] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:59:21,416] [INFO] Model initialized on device: cuda:0
[2025-06-10 11:59:21,576] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:01:23,236] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:01:23,245] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:01:23,687] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:01:23,985] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:01:24,374] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:01:24,414] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:01:24,477] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:01:24,486] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:02:36,276] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:02:36,776] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:02:36,783] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:02:36,791] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:02:37,071] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:02:37,188] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:02:37,207] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:02:37,217] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:04:14,385] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:04:14,494] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:04:14,606] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:04:14,670] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:04:14,673] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:04:14,673] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:04:14,680] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:04:14,681] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:05:42,473] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:05:42,673] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:05:42,685] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:05:42,685] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:05:42,710] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:05:42,710] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:05:42,713] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:05:42,713] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:07:13,340] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:07:13,876] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:07:13,876] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:07:13,878] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:07:13,878] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:07:13,892] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:07:13,907] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:07:13,907] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:08:45,670] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:08:45,807] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:08:45,888] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:08:45,973] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:08:45,989] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:08:45,994] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:08:46,003] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:08:46,003] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:10:19,071] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:10:19,275] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:10:19,293] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:10:19,298] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:10:19,390] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:10:19,397] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:10:19,399] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:10:19,399] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:12:34,924] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:12:34,927] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:12:35,242] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:12:35,874] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:12:36,297] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:12:36,388] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:12:36,416] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:12:36,417] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:13:47,404] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:13:47,533] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:13:48,208] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:13:48,395] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:13:48,597] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:13:48,679] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:13:48,688] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:13:48,705] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:15:30,673] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:15:39,105] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:15:39,878] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:15:40,509] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:15:40,696] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:15:40,808] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:15:40,811] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:15:40,814] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:17:22,172] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:17:22,193] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:17:22,505] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:17:22,570] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:17:22,574] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:17:22,575] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:17:22,584] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:17:22,587] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:18:50,809] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:18:53,572] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:18:54,314] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:18:54,975] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:18:55,598] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:18:55,598] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:18:55,603] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:18:55,604] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:20:28,602] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:20:28,698] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:20:28,875] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:20:28,887] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:20:28,889] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:20:28,890] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:20:28,890] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:20:28,890] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:21:58,788] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:21:59,699] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:21:59,699] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:21:59,913] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:21:59,915] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:21:59,916] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:21:59,918] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:21:59,923] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:23:53,856] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:23:56,627] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:23:56,813] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:23:57,514] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:23:57,574] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:23:57,609] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:23:57,699] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:23:57,771] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:25:06,241] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:25:06,595] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:25:06,628] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:25:06,697] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:25:06,724] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:25:06,778] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:25:07,136] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:25:07,913] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:27:00,173] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:27:00,712] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:27:03,101] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:27:04,371] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:27:04,394] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:27:04,396] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:27:04,397] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:27:04,397] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:29:08,950] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:29:09,149] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:29:09,514] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:29:09,585] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:29:09,617] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:29:09,891] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:29:10,077] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:29:10,098] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:31:11,678] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:31:11,887] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:31:12,084] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:31:12,089] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:31:12,206] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:31:12,211] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:31:12,275] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:31:12,311] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:33:03,187] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:33:04,778] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:33:05,204] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:33:05,210] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:33:05,375] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:33:05,376] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:33:05,376] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:33:05,377] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:34:36,608] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:34:37,778] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:34:37,840] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:34:37,870] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:34:37,895] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:34:37,912] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:34:37,929] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:34:37,930] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:36:23,627] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:36:23,765] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:36:23,765] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:36:24,087] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:36:24,174] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:36:24,323] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:36:24,390] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:36:24,474] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:37:32,670] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:37:33,477] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:37:33,898] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:37:34,189] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:37:34,199] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:37:34,199] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:37:34,475] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:37:34,490] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:39:09,009] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:39:10,375] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:39:10,590] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:39:13,172] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:39:13,401] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:39:13,419] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:39:13,480] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:39:13,886] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:40:43,076] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:40:47,174] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:40:47,494] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:40:47,670] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:40:47,677] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:40:47,707] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:40:47,707] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:40:47,709] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:42:16,022] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:42:20,291] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:42:20,614] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:42:21,510] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:42:21,682] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:42:21,873] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:42:21,899] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:42:21,970] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:43:51,695] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:43:52,610] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:43:56,279] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:43:56,488] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:43:56,583] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:43:56,608] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:43:56,675] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:43:56,910] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:45:17,674] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:45:18,483] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:45:18,575] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:45:18,809] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:45:19,108] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:45:19,201] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:45:19,391] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:45:19,423] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:47:07,314] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:47:08,582] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:47:08,652] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:47:08,652] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:47:09,032] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:47:09,375] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:47:09,382] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:47:09,883] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:48:21,577] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:48:21,903] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:48:21,904] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:48:21,974] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:48:21,983] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:48:21,984] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:48:22,005] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:48:22,012] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:50:21,304] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:50:22,420] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:50:22,474] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:50:22,478] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:50:22,478] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:50:22,778] [INFO] Model initialized on device: cuda:0
